,FIPS,STNAME,CTYNAME,YEAR,POPULATION
38222,47155,Tennessee,Sevier County,POPESTIMATE2015,95386.0
38223,47157,Tennessee,Shelby County,CENSUS2010,927644.0
38224,47157,Tennessee,Shelby County,ESTIMATESBASE2000,897466.0
38225,47157,Tennessee,Shelby County,ESTIMATESBASE2010,927682.0
38226,47157,Tennessee,Shelby County,POPESTIMATE2003,906733.0
38227,47157,Tennessee,Shelby County,POPESTIMATE2004,909643.0
38228,47157,Tennessee,Shelby County,POPESTIMATE2005,913201.0
38229,47157,Tennessee,Shelby County,POPESTIMATE2006,920106.0
38230,47157,Tennessee,Shelby County,POPESTIMATE2007,921119.0
38231,47157,Tennessee,Shelby County,POPESTIMATE2008,920685.0
38232,47157,Tennessee,Shelby County,POPESTIMATE2009,922541.0
38233,47157,Tennessee,Shelby County,POPESTIMATE2011,933457.0
38234,47157,Tennessee,Shelby County,POPESTIMATE2012,939533.0
38235,47157,Tennessee,Shelby County,POPESTIMATE2013,939189.0
38236,47157,Tennessee,Shelby County,POPESTIMATE2014,938576.0
38237,47157,Tennessee,Shelby County,POPESTIMATE2015,937953.0
38238,47159,Tennessee,Smith County,CENSUS2010,19166.0
38239,47159,Tennessee,Smith County,ESTIMATESBASE2000,17708.0
38240,47159,Tennessee,Smith County,ESTIMATESBASE2010,19149.0
38241,47159,Tennessee,Smith County,POPESTIMATE2003,18236.0
38242,47159,Tennessee,Smith County,POPESTIMATE2004,18302.0
38243,47159,Tennessee,Smith County,POPESTIMATE2005,18521.0
38244,47159,Tennessee,Smith County,POPESTIMATE2006,18726.0
38245,47159,Tennessee,Smith County,POPESTIMATE2007,18905.0
38246,47159,Tennessee,Smith County,POPESTIMATE2008,19179.0
38247,47159,Tennessee,Smith County,POPESTIMATE2009,19219.0
38248,47159,Tennessee,Smith County,POPESTIMATE2011,19131.0
38249,47159,Tennessee,Smith County,POPESTIMATE2012,19103.0
38250,47159,Tennessee,Smith County,POPESTIMATE2013,19040.0
38251,47159,Tennessee,Smith County,POPESTIMATE2014,19026.0
38252,47159,Tennessee,Smith County,POPESTIMATE2015,19228.0
38253,47161,Tennessee,Stewart County,CENSUS2010,13324.0
38254,47161,Tennessee,Stewart County,ESTIMATESBASE2000,12369.0
38255,47161,Tennessee,Stewart County,ESTIMATESBASE2010,13313.0
38256,47161,Tennessee,Stewart County,POPESTIMATE2003,12678.0
38257,47161,Tennessee,Stewart County,POPESTIMATE2004,12644.0
38258,47161,Tennessee,Stewart County,POPESTIMATE2005,12843.0
38259,47161,Tennessee,Stewart County,POPESTIMATE2006,12866.0
38260,47161,Tennessee,Stewart County,POPESTIMATE2007,12997.0
38261,47161,Tennessee,Stewart County,POPESTIMATE2008,13199.0
38262,47161,Tennessee,Stewart County,POPESTIMATE2009,13253.0
38263,47161,Tennessee,Stewart County,POPESTIMATE2011,13230.0
38264,47161,Tennessee,Stewart County,POPESTIMATE2012,13316.0
38265,47161,Tennessee,Stewart County,POPESTIMATE2013,13299.0
38266,47161,Tennessee,Stewart County,POPESTIMATE2014,13218.0
38267,47161,Tennessee,Stewart County,POPESTIMATE2015,13197.0
38268,47163,Tennessee,Sullivan County,CENSUS2010,156823.0
38269,47163,Tennessee,Sullivan County,ESTIMATESBASE2000,153089.0
38270,47163,Tennessee,Sullivan County,ESTIMATESBASE2010,156800.0
38271,47163,Tennessee,Sullivan County,POPESTIMATE2003,153280.0
38272,47163,Tennessee,Sullivan County,POPESTIMATE2004,152808.0
38273,47163,Tennessee,Sullivan County,POPESTIMATE2005,153463.0
38274,47163,Tennessee,Sullivan County,POPESTIMATE2006,154227.0
38275,47163,Tennessee,Sullivan County,POPESTIMATE2007,155367.0
38276,47163,Tennessee,Sullivan County,POPESTIMATE2008,156028.0
38277,47163,Tennessee,Sullivan County,POPESTIMATE2009,156661.0
38278,47163,Tennessee,Sullivan County,POPESTIMATE2011,156886.0
38279,47163,Tennessee,Sullivan County,POPESTIMATE2012,156388.0
38280,47163,Tennessee,Sullivan County,POPESTIMATE2013,156288.0
38281,47163,Tennessee,Sullivan County,POPESTIMATE2014,156504.0
38282,47163,Tennessee,Sullivan County,POPESTIMATE2015,156310.0
38283,47165,Tennessee,Sumner County,CENSUS2010,160645.0
38284,47165,Tennessee,Sumner County,ESTIMATESBASE2000,130528.0
38285,47165,Tennessee,Sumner County,ESTIMATESBASE2010,160634.0
38286,47165,Tennessee,Sumner County,POPESTIMATE2003,138153.0
38287,47165,Tennessee,Sumner County,POPESTIMATE2004,141103.0
38288,47165,Tennessee,Sumner County,POPESTIMATE2005,144124.0
38289,47165,Tennessee,Sumner County,POPESTIMATE2006,148941.0
38290,47165,Tennessee,Sumner County,POPESTIMATE2007,152949.0
38291,47165,Tennessee,Sumner County,POPESTIMATE2008,155999.0
38292,47165,Tennessee,Sumner County,POPESTIMATE2009,158819.0
38293,47165,Tennessee,Sumner County,POPESTIMATE2011,163631.0
38294,47165,Tennessee,Sumner County,POPESTIMATE2012,165820.0
38295,47165,Tennessee,Sumner County,POPESTIMATE2013,168698.0
38296,47165,Tennessee,Sumner County,POPESTIMATE2014,172243.0
38297,47165,Tennessee,Sumner County,POPESTIMATE2015,175247.0
38298,47167,Tennessee,Tipton County,CENSUS2010,61081.0
38299,47167,Tennessee,Tipton County,ESTIMATESBASE2000,51309.0
38300,47167,Tennessee,Tipton County,ESTIMATESBASE2010,61006.0
38301,47167,Tennessee,Tipton County,POPESTIMATE2003,54037.0
38302,47167,Tennessee,Tipton County,POPESTIMATE2004,54581.0
38303,47167,Tennessee,Tipton County,POPESTIMATE2005,56022.0
38304,47167,Tennessee,Tipton County,POPESTIMATE2006,57466.0
38305,47167,Tennessee,Tipton County,POPESTIMATE2007,58866.0
38306,47167,Tennessee,Tipton County,POPESTIMATE2008,60128.0
38307,47167,Tennessee,Tipton County,POPESTIMATE2009,60866.0
38308,47167,Tennessee,Tipton County,POPESTIMATE2011,61255.0
38309,47167,Tennessee,Tipton County,POPESTIMATE2012,61518.0
38310,47167,Tennessee,Tipton County,POPESTIMATE2013,61566.0
38311,47167,Tennessee,Tipton County,POPESTIMATE2014,61594.0
38312,47167,Tennessee,Tipton County,POPESTIMATE2015,61535.0
38313,47169,Tennessee,Trousdale County,CENSUS2010,7870.0
38314,47169,Tennessee,Trousdale County,ESTIMATESBASE2000,7256.0
38315,47169,Tennessee,Trousdale County,ESTIMATESBASE2010,7864.0
38316,47169,Tennessee,Trousdale County,POPESTIMATE2003,7295.0
38317,47169,Tennessee,Trousdale County,POPESTIMATE2004,7315.0
38318,47169,Tennessee,Trousdale County,POPESTIMATE2005,7443.0
38319,47169,Tennessee,Trousdale County,POPESTIMATE2006,7531.0
38320,47169,Tennessee,Trousdale County,POPESTIMATE2007,7694.0
38321,47169,Tennessee,Trousdale County,POPESTIMATE2008,7777.0
38322,47169,Tennessee,Trousdale County,POPESTIMATE2009,7881.0
38323,47169,Tennessee,Trousdale County,POPESTIMATE2011,7810.0
38324,47169,Tennessee,Trousdale County,POPESTIMATE2012,7787.0
38325,47169,Tennessee,Trousdale County,POPESTIMATE2013,7804.0
38326,47169,Tennessee,Trousdale County,POPESTIMATE2014,7997.0
38327,47169,Tennessee,Trousdale County,POPESTIMATE2015,8045.0
38328,47171,Tennessee,Unicoi County,CENSUS2010,18313.0
38329,47171,Tennessee,Unicoi County,ESTIMATESBASE2000,17666.0
38330,47171,Tennessee,Unicoi County,ESTIMATESBASE2010,18311.0
38331,47171,Tennessee,Unicoi County,POPESTIMATE2003,17918.0
38332,47171,Tennessee,Unicoi County,POPESTIMATE2004,17936.0
38333,47171,Tennessee,Unicoi County,POPESTIMATE2005,17937.0
38334,47171,Tennessee,Unicoi County,POPESTIMATE2006,18143.0
38335,47171,Tennessee,Unicoi County,POPESTIMATE2007,18205.0
38336,47171,Tennessee,Unicoi County,POPESTIMATE2008,18291.0
38337,47171,Tennessee,Unicoi County,POPESTIMATE2009,18367.0
38338,47171,Tennessee,Unicoi County,POPESTIMATE2011,18300.0
38339,47171,Tennessee,Unicoi County,POPESTIMATE2012,18238.0
38340,47171,Tennessee,Unicoi County,POPESTIMATE2013,18063.0
38341,47171,Tennessee,Unicoi County,POPESTIMATE2014,17919.0
38342,47171,Tennessee,Unicoi County,POPESTIMATE2015,17791.0
38343,47173,Tennessee,Union County,CENSUS2010,19109.0
38344,47173,Tennessee,Union County,ESTIMATESBASE2000,17843.0
38345,47173,Tennessee,Union County,ESTIMATESBASE2010,19107.0
38346,47173,Tennessee,Union County,POPESTIMATE2003,18652.0
38347,47173,Tennessee,Union County,POPESTIMATE2004,18653.0
38348,47173,Tennessee,Union County,POPESTIMATE2005,18734.0
38349,47173,Tennessee,Union County,POPESTIMATE2006,18896.0
38350,47173,Tennessee,Union County,POPESTIMATE2007,19041.0
38351,47173,Tennessee,Union County,POPESTIMATE2008,19208.0
38352,47173,Tennessee,Union County,POPESTIMATE2009,19225.0
38353,47173,Tennessee,Union County,POPESTIMATE2011,19189.0
38354,47173,Tennessee,Union County,POPESTIMATE2012,19101.0
38355,47173,Tennessee,Union County,POPESTIMATE2013,19051.0
38356,47173,Tennessee,Union County,POPESTIMATE2014,18987.0
38357,47173,Tennessee,Union County,POPESTIMATE2015,19160.0
38358,47175,Tennessee,Van Buren County,CENSUS2010,5548.0
38359,47175,Tennessee,Van Buren County,ESTIMATESBASE2000,5505.0
38360,47175,Tennessee,Van Buren County,ESTIMATESBASE2010,5558.0
38361,47175,Tennessee,Van Buren County,POPESTIMATE2003,5415.0
38362,47175,Tennessee,Van Buren County,POPESTIMATE2004,5412.0
38363,47175,Tennessee,Van Buren County,POPESTIMATE2005,5413.0
38364,47175,Tennessee,Van Buren County,POPESTIMATE2006,5406.0
38365,47175,Tennessee,Van Buren County,POPESTIMATE2007,5480.0
38366,47175,Tennessee,Van Buren County,POPESTIMATE2008,5541.0
38367,47175,Tennessee,Van Buren County,POPESTIMATE2009,5540.0
38368,47175,Tennessee,Van Buren County,POPESTIMATE2011,5535.0
38369,47175,Tennessee,Van Buren County,POPESTIMATE2012,5631.0
38370,47175,Tennessee,Van Buren County,POPESTIMATE2013,5573.0
38371,47175,Tennessee,Van Buren County,POPESTIMATE2014,5654.0
38372,47175,Tennessee,Van Buren County,POPESTIMATE2015,5693.0
38373,47177,Tennessee,Warren County,CENSUS2010,39839.0
38374,47177,Tennessee,Warren County,ESTIMATESBASE2000,38275.0
38375,47177,Tennessee,Warren County,ESTIMATESBASE2010,39824.0
38376,47177,Tennessee,Warren County,POPESTIMATE2003,38828.0
38377,47177,Tennessee,Warren County,POPESTIMATE2004,38864.0
38378,47177,Tennessee,Warren County,POPESTIMATE2005,38987.0
38379,47177,Tennessee,Warren County,POPESTIMATE2006,39190.0
38380,47177,Tennessee,Warren County,POPESTIMATE2007,39365.0
38381,47177,Tennessee,Warren County,POPESTIMATE2008,39534.0
38382,47177,Tennessee,Warren County,POPESTIMATE2009,39709.0
38383,47177,Tennessee,Warren County,POPESTIMATE2011,39903.0
38384,47177,Tennessee,Warren County,POPESTIMATE2012,39745.0
38385,47177,Tennessee,Warren County,POPESTIMATE2013,39898.0
38386,47177,Tennessee,Warren County,POPESTIMATE2014,39991.0
38387,47177,Tennessee,Warren County,POPESTIMATE2015,40269.0
38388,47179,Tennessee,Washington County,CENSUS2010,122979.0
38389,47179,Tennessee,Washington County,ESTIMATESBASE2000,107188.0
38390,47179,Tennessee,Washington County,ESTIMATESBASE2010,123058.0
38391,47179,Tennessee,Washington County,POPESTIMATE2003,110592.0
38392,47179,Tennessee,Washington County,POPESTIMATE2004,111849.0
38393,47179,Tennessee,Washington County,POPESTIMATE2005,113552.0
38394,47179,Tennessee,Washington County,POPESTIMATE2006,115923.0
38395,47179,Tennessee,Washington County,POPESTIMATE2007,117833.0
38396,47179,Tennessee,Washington County,POPESTIMATE2008,120056.0
38397,47179,Tennessee,Washington County,POPESTIMATE2009,121692.0
38398,47179,Tennessee,Washington County,POPESTIMATE2011,123862.0
38399,47179,Tennessee,Washington County,POPESTIMATE2012,124775.0
38400,47179,Tennessee,Washington County,POPESTIMATE2013,125369.0
38401,47179,Tennessee,Washington County,POPESTIMATE2014,125753.0
38402,47179,Tennessee,Washington County,POPESTIMATE2015,126116.0
38403,47181,Tennessee,Wayne County,CENSUS2010,17021.0
38404,47181,Tennessee,Wayne County,ESTIMATESBASE2000,16817.0
38405,47181,Tennessee,Wayne County,ESTIMATESBASE2010,17027.0
38406,47181,Tennessee,Wayne County,POPESTIMATE2003,17036.0
38407,47181,Tennessee,Wayne County,POPESTIMATE2004,17010.0
38408,47181,Tennessee,Wayne County,POPESTIMATE2005,17006.0
38409,47181,Tennessee,Wayne County,POPESTIMATE2006,17033.0
38410,47181,Tennessee,Wayne County,POPESTIMATE2007,16991.0
38411,47181,Tennessee,Wayne County,POPESTIMATE2008,17004.0
38412,47181,Tennessee,Wayne County,POPESTIMATE2009,17048.0
38413,47181,Tennessee,Wayne County,POPESTIMATE2011,16942.0
38414,47181,Tennessee,Wayne County,POPESTIMATE2012,16918.0
38415,47181,Tennessee,Wayne County,POPESTIMATE2013,16852.0
38416,47181,Tennessee,Wayne County,POPESTIMATE2014,16789.0
38417,47181,Tennessee,Wayne County,POPESTIMATE2015,16680.0
38418,47183,Tennessee,Weakley County,CENSUS2010,35021.0
38419,47183,Tennessee,Weakley County,ESTIMATESBASE2000,34917.0
38420,47183,Tennessee,Weakley County,ESTIMATESBASE2010,35015.0
38421,47183,Tennessee,Weakley County,POPESTIMATE2003,34300.0
38422,47183,Tennessee,Weakley County,POPESTIMATE2004,34307.0
38423,47183,Tennessee,Weakley County,POPESTIMATE2005,34407.0
38424,47183,Tennessee,Weakley County,POPESTIMATE2006,34289.0
38425,47183,Tennessee,Weakley County,POPESTIMATE2007,34256.0
38426,47183,Tennessee,Weakley County,POPESTIMATE2008,34484.0
38427,47183,Tennessee,Weakley County,POPESTIMATE2009,34732.0
38428,47183,Tennessee,Weakley County,POPESTIMATE2011,34854.0
38429,47183,Tennessee,Weakley County,POPESTIMATE2012,34547.0
38430,47183,Tennessee,Weakley County,POPESTIMATE2013,34145.0
38431,47183,Tennessee,Weakley County,POPESTIMATE2014,33990.0
38432,47183,Tennessee,Weakley County,POPESTIMATE2015,33847.0
38433,47185,Tennessee,White County,CENSUS2010,25841.0
38434,47185,Tennessee,White County,ESTIMATESBASE2000,23139.0
38435,47185,Tennessee,White County,ESTIMATESBASE2010,25837.0
38436,47185,Tennessee,White County,POPESTIMATE2003,23754.0
38437,47185,Tennessee,White County,POPESTIMATE2004,24069.0
38438,47185,Tennessee,White County,POPESTIMATE2005,24489.0
38439,47185,Tennessee,White County,POPESTIMATE2006,24866.0
38440,47185,Tennessee,White County,POPESTIMATE2007,25250.0
38441,47185,Tennessee,White County,POPESTIMATE2008,25548.0
38442,47185,Tennessee,White County,POPESTIMATE2009,25789.0
38443,47185,Tennessee,White County,POPESTIMATE2011,26011.0
38444,47185,Tennessee,White County,POPESTIMATE2012,26019.0
38445,47185,Tennessee,White County,POPESTIMATE2013,26176.0
38446,47185,Tennessee,White County,POPESTIMATE2014,26234.0
38447,47185,Tennessee,White County,POPESTIMATE2015,26367.0
38448,47187,Tennessee,Williamson County,CENSUS2010,183182.0
38449,47187,Tennessee,Williamson County,ESTIMATESBASE2000,126649.0
38450,47187,Tennessee,Williamson County,ESTIMATESBASE2010,183265.0
38451,47187,Tennessee,Williamson County,POPESTIMATE2003,141876.0
38452,47187,Tennessee,Williamson County,POPESTIMATE2004,147439.0
38453,47187,Tennessee,Williamson County,POPESTIMATE2005,154099.0
38454,47187,Tennessee,Williamson County,POPESTIMATE2006,161902.0
38455,47187,Tennessee,Williamson County,POPESTIMATE2007,169534.0
38456,47187,Tennessee,Williamson County,POPESTIMATE2008,175498.0
38457,47187,Tennessee,Williamson County,POPESTIMATE2009,180332.0
38458,47187,Tennessee,Williamson County,POPESTIMATE2011,188448.0
38459,47187,Tennessee,Williamson County,POPESTIMATE2012,193118.0
38460,47187,Tennessee,Williamson County,POPESTIMATE2013,199111.0
38461,47187,Tennessee,Williamson County,POPESTIMATE2014,205258.0
38462,47187,Tennessee,Williamson County,POPESTIMATE2015,211524.0
38463,47189,Tennessee,Wilson County,CENSUS2010,113993.0
38464,47189,Tennessee,Wilson County,ESTIMATESBASE2000,88794.0
38465,47189,Tennessee,Wilson County,ESTIMATESBASE2010,114073.0
38466,47189,Tennessee,Wilson County,POPESTIMATE2003,94924.0
38467,47189,Tennessee,Wilson County,POPESTIMATE2004,97139.0
38468,47189,Tennessee,Wilson County,POPESTIMATE2005,99960.0
38469,47189,Tennessee,Wilson County,POPESTIMATE2006,103697.0
38470,47189,Tennessee,Wilson County,POPESTIMATE2007,106757.0
38471,47189,Tennessee,Wilson County,POPESTIMATE2008,110474.0
38472,47189,Tennessee,Wilson County,POPESTIMATE2009,112350.0
38473,47189,Tennessee,Wilson County,POPESTIMATE2011,116797.0
38474,47189,Tennessee,Wilson County,POPESTIMATE2012,119025.0
38475,47189,Tennessee,Wilson County,POPESTIMATE2013,121969.0
38476,47189,Tennessee,Wilson County,POPESTIMATE2014,125196.0
38477,47189,Tennessee,Wilson County,POPESTIMATE2015,128526.0
38478,48000,Texas,Texas,CENSUS2010,25145561.0
38479,48000,Texas,Texas,ESTIMATESBASE2000,20851028.0
38480,48000,Texas,Texas,ESTIMATESBASE2010,25146114.0
38481,48000,Texas,Texas,POPESTIMATE2003,22030931.0
38482,48000,Texas,Texas,POPESTIMATE2004,22394023.0
38483,48000,Texas,Texas,POPESTIMATE2005,22778123.0
38484,48000,Texas,Texas,POPESTIMATE2006,23359580.0
38485,48000,Texas,Texas,POPESTIMATE2007,23831983.0
38486,48000,Texas,Texas,POPESTIMATE2008,24309039.0
38487,48000,Texas,Texas,POPESTIMATE2009,24801761.0
38488,48000,Texas,Texas,POPESTIMATE2011,25646227.0
38489,48000,Texas,Texas,POPESTIMATE2012,26089620.0
38490,48000,Texas,Texas,POPESTIMATE2013,26489464.0
38491,48000,Texas,Texas,POPESTIMATE2014,26977142.0
38492,48000,Texas,Texas,POPESTIMATE2015,27486814.0
38493,48001,Texas,Anderson County,CENSUS2010,58458.0
38494,48001,Texas,Anderson County,ESTIMATESBASE2000,55114.0
38495,48001,Texas,Anderson County,ESTIMATESBASE2010,58459.0
38496,48001,Texas,Anderson County,POPESTIMATE2003,56068.0
38497,48001,Texas,Anderson County,POPESTIMATE2004,56245.0
38498,48001,Texas,Anderson County,POPESTIMATE2005,56873.0
38499,48001,Texas,Anderson County,POPESTIMATE2006,57386.0
38500,48001,Texas,Anderson County,POPESTIMATE2007,57870.0
38501,48001,Texas,Anderson County,POPESTIMATE2008,57963.0
38502,48001,Texas,Anderson County,POPESTIMATE2009,58410.0
38503,48001,Texas,Anderson County,POPESTIMATE2011,58394.0
38504,48001,Texas,Anderson County,POPESTIMATE2012,58065.0
38505,48001,Texas,Anderson County,POPESTIMATE2013,57977.0
38506,48001,Texas,Anderson County,POPESTIMATE2014,57849.0
38507,48001,Texas,Anderson County,POPESTIMATE2015,57646.0
38508,48003,Texas,Andrews County,CENSUS2010,14786.0
38509,48003,Texas,Andrews County,ESTIMATESBASE2000,13002.0
38510,48003,Texas,Andrews County,ESTIMATESBASE2010,14786.0
38511,48003,Texas,Andrews County,POPESTIMATE2003,12976.0
38512,48003,Texas,Andrews County,POPESTIMATE2004,13006.0
38513,48003,Texas,Andrews County,POPESTIMATE2005,13016.0
38514,48003,Texas,Andrews County,POPESTIMATE2006,13195.0
38515,48003,Texas,Andrews County,POPESTIMATE2007,13513.0
38516,48003,Texas,Andrews County,POPESTIMATE2008,14099.0
38517,48003,Texas,Andrews County,POPESTIMATE2009,14601.0
38518,48003,Texas,Andrews County,POPESTIMATE2011,15388.0
38519,48003,Texas,Andrews County,POPESTIMATE2012,16113.0
38520,48003,Texas,Andrews County,POPESTIMATE2013,16788.0
38521,48003,Texas,Andrews County,POPESTIMATE2014,17445.0
38522,48003,Texas,Andrews County,POPESTIMATE2015,18083.0
38523,48005,Texas,Angelina County,CENSUS2010,86771.0
38524,48005,Texas,Angelina County,ESTIMATESBASE2000,80123.0
38525,48005,Texas,Angelina County,ESTIMATESBASE2010,86771.0
38526,48005,Texas,Angelina County,POPESTIMATE2003,81510.0
38527,48005,Texas,Angelina County,POPESTIMATE2004,82070.0
38528,48005,Texas,Angelina County,POPESTIMATE2005,82553.0
38529,48005,Texas,Angelina County,POPESTIMATE2006,83810.0
38530,48005,Texas,Angelina County,POPESTIMATE2007,84518.0
38531,48005,Texas,Angelina County,POPESTIMATE2008,84961.0
38532,48005,Texas,Angelina County,POPESTIMATE2009,86029.0
38533,48005,Texas,Angelina County,POPESTIMATE2011,87295.0
38534,48005,Texas,Angelina County,POPESTIMATE2012,87520.0
38535,48005,Texas,Angelina County,POPESTIMATE2013,87333.0
38536,48005,Texas,Angelina County,POPESTIMATE2014,87599.0
38537,48005,Texas,Angelina County,POPESTIMATE2015,87874.0
38538,48007,Texas,Aransas County,CENSUS2010,23158.0
38539,48007,Texas,Aransas County,ESTIMATESBASE2000,22457.0
38540,48007,Texas,Aransas County,ESTIMATESBASE2010,23158.0
38541,48007,Texas,Aransas County,POPESTIMATE2003,22843.0
38542,48007,Texas,Aransas County,POPESTIMATE2004,23067.0
38543,48007,Texas,Aransas County,POPESTIMATE2005,23561.0
38544,48007,Texas,Aransas County,POPESTIMATE2006,23395.0
38545,48007,Texas,Aransas County,POPESTIMATE2007,23172.0
38546,48007,Texas,Aransas County,POPESTIMATE2008,23225.0
38547,48007,Texas,Aransas County,POPESTIMATE2009,23291.0
38548,48007,Texas,Aransas County,POPESTIMATE2011,23214.0
38549,48007,Texas,Aransas County,POPESTIMATE2012,23457.0
38550,48007,Texas,Aransas County,POPESTIMATE2013,23890.0
38551,48007,Texas,Aransas County,POPESTIMATE2014,24570.0
38552,48007,Texas,Aransas County,POPESTIMATE2015,24815.0
38553,48009,Texas,Archer County,CENSUS2010,9054.0
38554,48009,Texas,Archer County,ESTIMATESBASE2000,8904.0
38555,48009,Texas,Archer County,ESTIMATESBASE2010,9055.0
38556,48009,Texas,Archer County,POPESTIMATE2003,9013.0
38557,48009,Texas,Archer County,POPESTIMATE2004,9078.0
38558,48009,Texas,Archer County,POPESTIMATE2005,9068.0
38559,48009,Texas,Archer County,POPESTIMATE2006,9063.0
38560,48009,Texas,Archer County,POPESTIMATE2007,9026.0
38561,48009,Texas,Archer County,POPESTIMATE2008,9104.0
38562,48009,Texas,Archer County,POPESTIMATE2009,9023.0
38563,48009,Texas,Archer County,POPESTIMATE2011,8834.0
38564,48009,Texas,Archer County,POPESTIMATE2012,8809.0
38565,48009,Texas,Archer County,POPESTIMATE2013,8795.0
38566,48009,Texas,Archer County,POPESTIMATE2014,8837.0
38567,48009,Texas,Archer County,POPESTIMATE2015,8758.0
38568,48011,Texas,Armstrong County,CENSUS2010,1901.0
38569,48011,Texas,Armstrong County,ESTIMATESBASE2000,2153.0
38570,48011,Texas,Armstrong County,ESTIMATESBASE2010,1901.0
38571,48011,Texas,Armstrong County,POPESTIMATE2003,2001.0
38572,48011,Texas,Armstrong County,POPESTIMATE2004,2023.0
38573,48011,Texas,Armstrong County,POPESTIMATE2005,2037.0
38574,48011,Texas,Armstrong County,POPESTIMATE2006,1989.0
38575,48011,Texas,Armstrong County,POPESTIMATE2007,1936.0
38576,48011,Texas,Armstrong County,POPESTIMATE2008,1936.0
38577,48011,Texas,Armstrong County,POPESTIMATE2009,1911.0
38578,48011,Texas,Armstrong County,POPESTIMATE2011,1936.0
38579,48011,Texas,Armstrong County,POPESTIMATE2012,1953.0
38580,48011,Texas,Armstrong County,POPESTIMATE2013,1939.0
38581,48011,Texas,Armstrong County,POPESTIMATE2014,1913.0
38582,48011,Texas,Armstrong County,POPESTIMATE2015,1901.0
38583,48013,Texas,Atascosa County,CENSUS2010,44911.0
38584,48013,Texas,Atascosa County,ESTIMATESBASE2000,38564.0
38585,48013,Texas,Atascosa County,ESTIMATESBASE2010,44911.0
38586,48013,Texas,Atascosa County,POPESTIMATE2003,41306.0
38587,48013,Texas,Atascosa County,POPESTIMATE2004,42109.0
38588,48013,Texas,Atascosa County,POPESTIMATE2005,42495.0
38589,48013,Texas,Atascosa County,POPESTIMATE2006,43059.0
38590,48013,Texas,Atascosa County,POPESTIMATE2007,43611.0
38591,48013,Texas,Atascosa County,POPESTIMATE2008,43947.0
38592,48013,Texas,Atascosa County,POPESTIMATE2009,44623.0
38593,48013,Texas,Atascosa County,POPESTIMATE2011,45489.0
38594,48013,Texas,Atascosa County,POPESTIMATE2012,46430.0
38595,48013,Texas,Atascosa County,POPESTIMATE2013,47012.0
38596,48013,Texas,Atascosa County,POPESTIMATE2014,47708.0
38597,48013,Texas,Atascosa County,POPESTIMATE2015,48349.0
38598,48015,Texas,Austin County,CENSUS2010,28417.0
38599,48015,Texas,Austin County,ESTIMATESBASE2000,23586.0
38600,48015,Texas,Austin County,ESTIMATESBASE2010,28412.0
38601,48015,Texas,Austin County,POPESTIMATE2003,25388.0
38602,48015,Texas,Austin County,POPESTIMATE2004,25976.0
38603,48015,Texas,Austin County,POPESTIMATE2005,26331.0
38604,48015,Texas,Austin County,POPESTIMATE2006,26828.0
38605,48015,Texas,Austin County,POPESTIMATE2007,27454.0
38606,48015,Texas,Austin County,POPESTIMATE2008,27935.0
38607,48015,Texas,Austin County,POPESTIMATE2009,28254.0
38608,48015,Texas,Austin County,POPESTIMATE2011,28599.0
38609,48015,Texas,Austin County,POPESTIMATE2012,28561.0
38610,48015,Texas,Austin County,POPESTIMATE2013,28684.0
38611,48015,Texas,Austin County,POPESTIMATE2014,28972.0
38612,48015,Texas,Austin County,POPESTIMATE2015,29473.0
38613,48017,Texas,Bailey County,CENSUS2010,7165.0
38614,48017,Texas,Bailey County,ESTIMATESBASE2000,6593.0
38615,48017,Texas,Bailey County,ESTIMATESBASE2010,7165.0
38616,48017,Texas,Bailey County,POPESTIMATE2003,6791.0
38617,48017,Texas,Bailey County,POPESTIMATE2004,6945.0
38618,48017,Texas,Bailey County,POPESTIMATE2005,7024.0
38619,48017,Texas,Bailey County,POPESTIMATE2006,7001.0
38620,48017,Texas,Bailey County,POPESTIMATE2007,6927.0
38621,48017,Texas,Bailey County,POPESTIMATE2008,6979.0
38622,48017,Texas,Bailey County,POPESTIMATE2009,7050.0
38623,48017,Texas,Bailey County,POPESTIMATE2011,7175.0
38624,48017,Texas,Bailey County,POPESTIMATE2012,7141.0
38625,48017,Texas,Bailey County,POPESTIMATE2013,7128.0
38626,48017,Texas,Bailey County,POPESTIMATE2014,6970.0
38627,48017,Texas,Bailey County,POPESTIMATE2015,7222.0
38628,48019,Texas,Bandera County,CENSUS2010,20485.0
38629,48019,Texas,Bandera County,ESTIMATESBASE2000,17589.0
38630,48019,Texas,Bandera County,ESTIMATESBASE2010,20489.0
38631,48019,Texas,Bandera County,POPESTIMATE2003,19044.0
38632,48019,Texas,Bandera County,POPESTIMATE2004,19226.0
38633,48019,Texas,Bandera County,POPESTIMATE2005,19428.0
38634,48019,Texas,Bandera County,POPESTIMATE2006,19775.0
38635,48019,Texas,Bandera County,POPESTIMATE2007,20254.0
38636,48019,Texas,Bandera County,POPESTIMATE2008,20407.0
38637,48019,Texas,Bandera County,POPESTIMATE2009,20365.0
38638,48019,Texas,Bandera County,POPESTIMATE2011,20542.0
38639,48019,Texas,Bandera County,POPESTIMATE2012,20594.0
38640,48019,Texas,Bandera County,POPESTIMATE2013,20560.0
38641,48019,Texas,Bandera County,POPESTIMATE2014,20816.0
38642,48019,Texas,Bandera County,POPESTIMATE2015,21148.0
38643,48021,Texas,Bastrop County,CENSUS2010,74171.0
