,STATE,COUNTY,YEAR,MME_Str
9094,AR,UNION,2006,12173.86880136271
9095,AR,UNION,2007,14540.116803537749
9096,AR,UNION,2008,15122.164624987778
9097,AR,UNION,2009,16726.9220711254
9098,AR,UNION,2010,16977.557490900504
9099,AR,UNION,2011,16351.395069525472
9100,AR,UNION,2012,16303.408751550398
9101,AR,VAN BUREN,2006,3480.128996499993
9102,AR,VAN BUREN,2007,4321.823881499989
9103,AR,VAN BUREN,2008,4735.674258000007
9104,AR,VAN BUREN,2009,5280.368812500009
9105,AR,VAN BUREN,2010,5062.687950000035
9106,AR,VAN BUREN,2011,5727.344640000058
9107,AR,VAN BUREN,2012,6967.0500413625505
9108,AR,WASHINGTON,2006,40802.680553227976
9109,AR,WASHINGTON,2007,48310.54296097897
9110,AR,WASHINGTON,2008,57202.993346429284
9111,AR,WASHINGTON,2009,69055.84792065392
9112,AR,WASHINGTON,2010,81867.46357976647
9113,AR,WASHINGTON,2011,95076.78801270424
9114,AR,WASHINGTON,2012,102403.84676884105
9115,AR,WHITE,2006,13045.109623450391
9116,AR,WHITE,2007,16474.39642090074
9117,AR,WHITE,2008,19625.297187175973
9118,AR,WHITE,2009,24348.915491813634
9119,AR,WHITE,2010,31368.167014088733
9120,AR,WHITE,2011,32502.04612136346
9121,AR,WHITE,2012,34906.71931181339
9122,AR,WOODRUFF,2006,1873.2402663625107
9123,AR,WOODRUFF,2007,2048.22131545001
9124,AR,WOODRUFF,2008,2566.88213817501
9125,AR,WOODRUFF,2009,3190.1481550875083
9126,AR,WOODRUFF,2010,3768.590516362516
9127,AR,WOODRUFF,2011,4444.7972813625165
9128,AR,WOODRUFF,2012,3813.277162500019
9129,AR,YELL,2006,4893.647841000031
9130,AR,YELL,2007,5111.395545000027
9131,AR,YELL,2008,6531.334372500082
9132,AR,YELL,2009,6812.178780000094
9133,AR,YELL,2010,7183.18203000012
9134,AR,YELL,2011,9002.583127500155
9135,AR,YELL,2012,9605.105512500142
9136,CT,FAIRFIELD,2006,229687.81224410047
9137,CT,FAIRFIELD,2007,254524.20653661352
9138,CT,FAIRFIELD,2008,270060.3932778132
9139,CT,FAIRFIELD,2009,292703.4384303983
9140,CT,FAIRFIELD,2010,324069.57332779607
9141,CT,FAIRFIELD,2011,350604.26780976594
9142,CT,FAIRFIELD,2012,371552.82792248524
9143,CT,HARTFORD,2006,228650.4337186244
9144,CT,HARTFORD,2007,266701.3103742978
9145,CT,HARTFORD,2008,293037.13711001776
9146,CT,HARTFORD,2009,314746.8932053016
9147,CT,HARTFORD,2010,334523.78272734344
9148,CT,HARTFORD,2011,309061.1339040949
9149,CT,HARTFORD,2012,332371.20025654376
9150,CT,LITCHFIELD,2006,60089.61565567727
9151,CT,LITCHFIELD,2007,65658.97023142688
9152,CT,LITCHFIELD,2008,69624.5090843277
9153,CT,LITCHFIELD,2009,73695.0644529025
9154,CT,LITCHFIELD,2010,76679.2693485764
9155,CT,LITCHFIELD,2011,78244.35736882656
9156,CT,LITCHFIELD,2012,81500.24155560108
9157,CT,MIDDLESEX,2006,58646.93495386376
9158,CT,MIDDLESEX,2007,60283.064063588645
9159,CT,MIDDLESEX,2008,57326.038415476316
9160,CT,MIDDLESEX,2009,61128.089223705974
9161,CT,MIDDLESEX,2010,68199.33344143872
9162,CT,MIDDLESEX,2011,75267.1244356507
9163,CT,MIDDLESEX,2012,77260.5539444254
9164,CT,NEW HAVEN,2006,369901.1332661072
9165,CT,NEW HAVEN,2007,415224.8837529414
9166,CT,NEW HAVEN,2008,420393.91464044544
9167,CT,NEW HAVEN,2009,439661.44692540885
9168,CT,NEW HAVEN,2010,476646.39277830423
9169,CT,NEW HAVEN,2011,503329.7311554333
9170,CT,NEW HAVEN,2012,542422.4271207987
9171,CT,NEW LONDON,2006,78835.39844708973
9172,CT,NEW LONDON,2007,87031.12467630296
9173,CT,NEW LONDON,2008,94990.0778206287
9174,CT,NEW LONDON,2009,103570.13839204084
9175,CT,NEW LONDON,2010,106571.34339409016
9176,CT,NEW LONDON,2011,113506.55129467779
9177,CT,NEW LONDON,2012,124814.6400837399
9178,CT,TOLLAND,2006,29027.317299226164
9179,CT,TOLLAND,2007,34747.31144748881
9180,CT,TOLLAND,2008,37366.239995813834
9181,CT,TOLLAND,2009,40827.33462408861
9182,CT,TOLLAND,2010,41903.89908817617
9183,CT,TOLLAND,2011,41264.59797431356
9184,CT,TOLLAND,2012,42448.515501113376
9185,CT,WINDHAM,2006,40891.332976313875
9186,CT,WINDHAM,2007,43972.54876823901
9187,CT,WINDHAM,2008,45915.40033020146
9188,CT,WINDHAM,2009,48330.29268772665
9189,CT,WINDHAM,2010,51450.17184750147
9190,CT,WINDHAM,2011,52388.19112500125
9191,CT,WINDHAM,2012,54559.4606486263
9192,SD,BEADLE,2006,1064.526375000003
9193,SD,BEADLE,2007,1357.3680825000015
9194,SD,BEADLE,2008,1746.2042818125008
9195,SD,BEADLE,2009,2242.6175031750013
9196,SD,BEADLE,2010,2349.0999165749963
9197,SD,BEADLE,2011,2900.3665725000005
9198,SD,BEADLE,2012,3220.3534350000145
9199,SD,BENNETT,2006,274.8010499999998
9200,SD,BENNETT,2007,297.8621699999997
9201,SD,BENNETT,2008,260.46944999999954
9202,SD,BENNETT,2009,166.0020749999998
9203,SD,BENNETT,2010,120.98940000000002
9204,SD,BENNETT,2011,201.71114999999952
9205,SD,BENNETT,2012,261.2031299999993
9206,SD,BON HOMME,2006,304.2574874999998
9207,SD,BON HOMME,2007,417.96371249999925
9208,SD,BON HOMME,2008,437.4745499999997
9209,SD,BON HOMME,2009,778.4269874999984
9210,SD,BON HOMME,2010,742.9825124999992
9211,SD,BON HOMME,2011,972.0932999999999
9212,SD,BON HOMME,2012,1024.4927025000013
9213,SD,BROOKINGS,2006,2694.800057362494
9214,SD,BROOKINGS,2007,3255.5156738624983
9215,SD,BROOKINGS,2008,3044.445341362494
9216,SD,BROOKINGS,2009,3234.4224788624956
9217,SD,BROOKINGS,2010,3493.1271645375014
9218,SD,BROOKINGS,2011,4291.598640450002
9219,SD,BROOKINGS,2012,3846.6181586250177
9220,SD,BROWN,2006,4626.402337500051
9221,SD,BROWN,2007,5346.8695240875995
9222,SD,BROWN,2008,5797.878862725147
9223,SD,BROWN,2009,6025.277895000144
9224,SD,BROWN,2010,5471.6409450001565
9225,SD,BROWN,2011,6534.257055000274
9226,SD,BROWN,2012,6909.9521175002865
9227,SD,BRULE,2006,318.9220523624995
9228,SD,BRULE,2007,436.5733163624991
9229,SD,BRULE,2008,483.28391249999936
9230,SD,BRULE,2009,606.8728500000002
9231,SD,BRULE,2010,770.3837250000009
9232,SD,BRULE,2011,1033.543755000002
9233,SD,BRULE,2012,1063.0902825000028
9234,SD,BUTTE,2006,544.7367788625
9235,SD,BUTTE,2007,631.3854
9236,SD,BUTTE,2008,709.4616000000002
9237,SD,BUTTE,2009,798.675712499999
9238,SD,BUTTE,2010,924.7886999999996
9239,SD,BUTTE,2011,1011.2138250000011
9240,SD,BUTTE,2012,1137.0231374999994
9241,SD,CHARLES MIX,2006,851.9906565000005
9242,SD,CHARLES MIX,2007,887.2318680000003
9243,SD,CHARLES MIX,2008,947.9409855000006
9244,SD,CHARLES MIX,2009,1394.9167124999994
9245,SD,CHARLES MIX,2010,1391.4461625000022
9246,SD,CHARLES MIX,2011,1231.0036125000024
9247,SD,CHARLES MIX,2012,1055.193000000002
9248,SD,CLARK,2006,53.51467500000002
9249,SD,CLARK,2007,78.904575
9250,SD,CLARK,2008,105.33074999999998
9251,SD,CLARK,2009,98.27737500000002
9252,SD,CLARK,2010,165.40619999999993
9253,SD,CLARK,2011,259.8088874999997
9254,SD,CLARK,2012,223.49669999999975
9255,SD,CLAY,2006,1340.426057999998
9256,SD,CLAY,2007,1784.401087500002
9257,SD,CLAY,2008,1518.759262499999
9258,SD,CLAY,2009,1161.7315125000002
9259,SD,CLAY,2010,1194.9014663624987
9260,SD,CLAY,2011,1629.3439665749963
9261,SD,CLAY,2012,1679.4593883750033
9262,SD,CODINGTON,2006,3202.491886499986
9263,SD,CODINGTON,2007,3810.6156959999767
9264,SD,CODINGTON,2008,4367.544487500006
9265,SD,CODINGTON,2009,4886.429122725076
9266,SD,CODINGTON,2010,5006.727675000078
9267,SD,CODINGTON,2011,6009.458932500137
9268,SD,CODINGTON,2012,5993.486932500104
9269,SD,CORSON,2008,0.09081
9270,SD,CUSTER,2006,1558.915492500002
9271,SD,CUSTER,2007,1939.3208250000002
9272,SD,CUSTER,2008,2297.695050000004
9273,SD,CUSTER,2009,1979.1055125000062
9274,SD,CUSTER,2010,1711.7829375000013
9275,SD,CUSTER,2011,1416.017062500002
9276,SD,CUSTER,2012,1827.1589250000031
9277,SD,DAVISON,2006,2314.299078862497
9278,SD,DAVISON,2007,2091.8274885000073
9279,SD,DAVISON,2008,2389.038952499991
9280,SD,DAVISON,2009,2942.334975000001
9281,SD,DAVISON,2010,3933.221887499993
9282,SD,DAVISON,2011,4005.5433038625088
9283,SD,DAVISON,2012,4881.802238400058
9284,SD,DAY,2006,457.3784249999995
9285,SD,DAY,2007,449.6500499999995
9286,SD,DAY,2008,484.4244374999996
9287,SD,DAY,2009,600.4682625000004
9288,SD,DAY,2010,648.8059875000005
9289,SD,DAY,2011,649.3756274999997
9290,SD,DAY,2012,667.1683125000008
9291,SD,DEUEL,2006,416.3917499999994
9292,SD,DEUEL,2007,302.01487499999985
9293,SD,DEUEL,2008,300.4005749999998
9294,SD,DEUEL,2009,720.8287125000007
9295,SD,DEUEL,2010,688.6272000000004
9296,SD,DEUEL,2011,619.7701500000006
9297,SD,DEUEL,2012,371.8644449999995
9298,SD,DEWEY,2011,0.6054
9299,SD,DEWEY,2012,25.124100000000016
9300,SD,DOUGLAS,2006,168.9616499999999
9301,SD,DOUGLAS,2007,143.72662499999998
9302,SD,DOUGLAS,2008,250.6488749999999
9303,SD,DOUGLAS,2009,307.9703624999999
9304,SD,DOUGLAS,2010,299.86961249999973
9305,SD,DOUGLAS,2011,294.4125374999996
9306,SD,DOUGLAS,2012,419.8251749999994
9307,SD,EDMUNDS,2006,243.02666249999962
9308,SD,EDMUNDS,2007,247.94628749999964
9309,SD,EDMUNDS,2008,168.87116249999994
9310,SD,EDMUNDS,2009,131.58127499999995
9311,SD,EDMUNDS,2010,275.40483749999964
9312,SD,EDMUNDS,2011,311.5218788624996
9313,SD,EDMUNDS,2012,418.4137349999995
9314,SD,FALL RIVER,2006,2789.936849999997
9315,SD,FALL RIVER,2007,2597.6420999999964
9316,SD,FALL RIVER,2008,2295.736199999999
9317,SD,FALL RIVER,2009,2314.997178862499
9318,SD,FALL RIVER,2010,2482.2415125000016
9319,SD,FALL RIVER,2011,2489.155027500007
9320,SD,FALL RIVER,2012,2534.405437500007
9321,SD,FAULK,2006,339.4531499999997
9322,SD,FAULK,2007,255.73064999999968
9323,SD,FAULK,2008,322.7429249999995
9324,SD,FAULK,2009,282.1246499999994
9325,SD,FAULK,2010,388.2791249999996
9326,SD,FAULK,2011,388.09297499999934
9327,SD,FAULK,2012,435.84472499999924
9328,SD,GRANT,2006,638.997074999999
9329,SD,GRANT,2007,660.649725
9330,SD,GRANT,2008,495.1663499999987
9331,SD,GRANT,2009,723.7206375000011
9332,SD,GRANT,2010,708.2964000000003
9333,SD,GRANT,2011,832.2205500000001
9334,SD,GRANT,2012,752.8340250000006
9335,SD,GREGORY,2006,479.7049409999997
9336,SD,GREGORY,2007,598.6703624999997
9337,SD,GREGORY,2008,754.3348874999999
9338,SD,GREGORY,2009,832.6790829375002
9339,SD,GREGORY,2010,825.0436561125001
9340,SD,GREGORY,2011,1104.4391338500018
9341,SD,GREGORY,2012,1100.9385397500018
9342,SD,HAAKON,2006,162.2730749999999
9343,SD,HAAKON,2007,213.14384999999984
9344,SD,HAAKON,2008,246.5495249999995
9345,SD,HAAKON,2009,274.1500499999999
9346,SD,HAAKON,2010,413.24564999999996
9347,SD,HAAKON,2011,529.0786499999999
9348,SD,HAAKON,2012,452.896725
9349,SD,HAND,2006,362.3224499999996
9350,SD,HAND,2007,484.6362149999999
9351,SD,HAND,2008,528.6014249999998
9352,SD,HAND,2009,478.97752499999945
9353,SD,HAND,2010,537.2088749999995
9354,SD,HAND,2011,600.1695
9355,SD,HAND,2012,601.5250875
9356,SD,HUGHES,2006,2782.7938500000037
9357,SD,HUGHES,2007,3089.1976095000027
9358,SD,HUGHES,2008,3392.9029875000056
9359,SD,HUGHES,2009,3598.9175288625
9360,SD,HUGHES,2010,3656.673281362509
9361,SD,HUGHES,2011,4028.211555000015
9362,SD,HUGHES,2012,4220.951062500032
9363,SD,HUTCHINSON,2006,694.3615500000004
9364,SD,HUTCHINSON,2007,646.2423750000004
9365,SD,HUTCHINSON,2008,817.7332643625008
9366,SD,HUTCHINSON,2009,1096.6465275000003
9367,SD,HUTCHINSON,2010,1350.036337499998
9368,SD,HUTCHINSON,2011,1305.0728025
9369,SD,HUTCHINSON,2012,1260.8872838625039
9370,SD,JERAULD,2006,227.07258600000003
9371,SD,JERAULD,2007,227.11184399999993
9372,SD,JERAULD,2008,281.6777999999997
9373,SD,JERAULD,2009,254.01029999999983
9374,SD,JERAULD,2010,310.31808749999965
9375,SD,JERAULD,2011,265.5851249999999
9376,SD,JERAULD,2012,286.89427499999965
9377,SD,KINGSBURY,2006,506.87818799999957
9378,SD,KINGSBURY,2007,491.1751289999996
9379,SD,KINGSBURY,2008,541.2972014999988
9380,SD,KINGSBURY,2009,480.98969999999923
9381,SD,KINGSBURY,2010,440.96958749999897
9382,SD,KINGSBURY,2011,565.4265524999996
9383,SD,KINGSBURY,2012,675.5292525000002
9384,SD,LAKE,2006,717.9742874999995
9385,SD,LAKE,2007,969.7002375000006
9386,SD,LAKE,2008,908.984478000001
9387,SD,LAKE,2009,974.1520500000014
9388,SD,LAKE,2010,1110.4007400000035
9389,SD,LAKE,2011,1388.9790375000025
9390,SD,LAKE,2012,1476.5011650000029
9391,SD,LAWRENCE,2006,5919.411042862559
9392,SD,LAWRENCE,2007,5987.813092725104
9393,SD,LAWRENCE,2008,4965.083816362587
9394,SD,LAWRENCE,2009,5840.530057725099
9395,SD,LAWRENCE,2010,6467.754780000119
9396,SD,LAWRENCE,2011,6372.0841729501
9397,SD,LAWRENCE,2012,6406.478277712625
9398,SD,LINCOLN,2006,1945.2632235000044
9399,SD,LINCOLN,2007,2956.0032629999964
9400,SD,LINCOLN,2008,3269.0687205000036
9401,SD,LINCOLN,2009,3302.3476125000084
9402,SD,LINCOLN,2010,3696.605490000016
9403,SD,LINCOLN,2011,4414.255365000034
9404,SD,LINCOLN,2012,5082.5288550000505
9405,SD,LYMAN,2009,27.624824999999998
9406,SD,LYMAN,2010,174.85687499999986
9407,SD,LYMAN,2011,238.11067499999973
9408,SD,LYMAN,2012,252.82544999999988
9409,SD,MARSHALL,2006,523.9460249999995
9410,SD,MARSHALL,2007,483.1835999999995
9411,SD,MARSHALL,2008,528.1517249999995
9412,SD,MARSHALL,2009,627.6229500000001
9413,SD,MARSHALL,2010,563.5513214999994
9414,SD,MARSHALL,2011,735.1097624999995
9415,SD,MARSHALL,2012,681.2835749999997
9416,SD,MCCOOK,2006,197.3453249999997
9417,SD,MCCOOK,2007,238.6950749999996
9418,SD,MCCOOK,2008,276.76008749999954
9419,SD,MCCOOK,2009,285.64837499999953
9420,SD,MCCOOK,2010,322.12799999999976
9421,SD,MCCOOK,2011,384.0323288624996
9422,SD,MCCOOK,2012,381.04976249999953
9423,SD,MCPHERSON,2006,67.36192500000003
9424,SD,MCPHERSON,2007,107.61315000000005
9425,SD,MCPHERSON,2008,260.3259749999997
9426,SD,MCPHERSON,2009,261.3332249999998
9427,SD,MCPHERSON,2010,180.72472499999978
9428,SD,MCPHERSON,2011,233.8390049999996
9429,SD,MCPHERSON,2012,233.0224349999997
9430,SD,MEADE,2006,1490.2973250000023
9431,SD,MEADE,2007,1577.8617375000001
9432,SD,MEADE,2008,1982.4234749999966
9433,SD,MEADE,2009,3012.0517125000083
9434,SD,MEADE,2010,3129.668355000014
9435,SD,MEADE,2011,2286.091552500006
9436,SD,MEADE,2012,1857.364091362496
9437,SD,MELLETTE,2006,129.60944999999987
9438,SD,MELLETTE,2007,248.11454999999984
9439,SD,MELLETTE,2008,312.4192499999999
9440,SD,MELLETTE,2009,405.3116999999992
9441,SD,MELLETTE,2010,428.0089499999996
9442,SD,MELLETTE,2011,683.4201750000008
9443,SD,MELLETTE,2012,827.1678750000012
9444,SD,MINER,2006,64.52606250000002
9445,SD,MINER,2007,82.56652500000001
9446,SD,MINER,2008,70.15155000000006
9447,SD,MINER,2009,91.19163750000004
9448,SD,MINER,2010,85.02555000000002
9449,SD,MINER,2011,107.08260000000001
9450,SD,MINER,2012,99.38640000000014
9451,SD,MINNEHAHA,2006,26549.304456176156
9452,SD,MINNEHAHA,2007,37437.51236540163
9453,SD,MINNEHAHA,2008,44294.75631585237
9454,SD,MINNEHAHA,2009,50830.04300816533
9455,SD,MINNEHAHA,2010,50464.87498248998
9456,SD,MINNEHAHA,2011,52684.93267612749
9457,SD,MINNEHAHA,2012,51978.55285931376
9458,SD,MOODY,2006,151.85325386250005
9459,SD,MOODY,2007,194.65911449999987
9460,SD,MOODY,2008,105.77521650000007
9461,SD,MOODY,2009,124.10576250000003
9462,SD,MOODY,2010,280.00713749999943
9463,SD,MOODY,2011,425.5738799999996
9464,SD,MOODY,2012,490.14656249999973
9465,SD,PENNINGTON,2006,25846.89293576338
9466,SD,PENNINGTON,2007,26778.081024075946
9467,SD,PENNINGTON,2008,22256.52513731324
9468,SD,PENNINGTON,2009,21951.00056407575
9469,SD,PENNINGTON,2010,24107.31523702584
9470,SD,PENNINGTON,2011,24446.63438156335
9471,SD,PENNINGTON,2012,24425.757133838226
9472,SD,PERKINS,2006,209.34367499999988
9473,SD,PERKINS,2007,191.06347499999995
9474,SD,PERKINS,2008,176.37824999999987
9475,SD,PERKINS,2009,274.1910749999996
9476,SD,PERKINS,2010,419.85119999999966
9477,SD,PERKINS,2011,580.6850624999997
9478,SD,PERKINS,2012,496.5268874999995
9479,SD,POTTER,2006,445.2536999999997
9480,SD,POTTER,2007,396.84007499999996
9481,SD,POTTER,2008,484.25695499999983
9482,SD,POTTER,2009,575.0870624999997
9483,SD,POTTER,2010,543.1951424999992
9484,SD,POTTER,2011,600.0821249999999
9485,SD,POTTER,2012,665.4807749999997
9486,SD,ROBERTS,2006,442.7144729999999
9487,SD,ROBERTS,2007,500.4689099999999
9488,SD,ROBERTS,2008,598.6837124999996
9489,SD,ROBERTS,2009,837.7506000000024
9490,SD,ROBERTS,2010,913.4019750000034
9491,SD,ROBERTS,2011,818.0484750000023
9492,SD,ROBERTS,2012,892.806525000003
9493,SD,SPINK,2006,597.470437499999
9494,SD,SPINK,2007,558.6624749999996
9495,SD,SPINK,2008,565.6898999999995
9496,SD,SPINK,2009,758.569275
9497,SD,SPINK,2010,796.9487999999992
9498,SD,SPINK,2011,924.9646499999991
9499,SD,SPINK,2012,923.3825249999996
9500,SD,STANLEY,2006,112.68416099999999
9501,SD,STANLEY,2007,154.38982499999995
9502,SD,STANLEY,2008,212.66812499999997
9503,SD,STANLEY,2009,309.37402886249987
9504,SD,STANLEY,2010,387.4602038624996
9505,SD,STANLEY,2011,418.3619999999995
9506,SD,STANLEY,2012,490.0217999999996
9507,SD,TRIPP,2006,802.6588499999998
9508,SD,TRIPP,2007,903.3459375000008
9509,SD,TRIPP,2008,1073.8287750000018
9510,SD,TRIPP,2009,1105.5252750000025
9511,SD,TRIPP,2010,1348.996574999999
9512,SD,TRIPP,2011,2007.3393000000037
9513,SD,TRIPP,2012,2340.812625000009
9514,SD,TURNER,2006,369.5828249999992
9515,SD,TURNER,2007,543.8172
9516,SD,TURNER,2008,632.5155375000006
9517,SD,TURNER,2009,767.7205125000013
9518,SD,TURNER,2010,688.8218250000001
9519,SD,TURNER,2011,823.7866500000007
9520,SD,TURNER,2012,1039.1389125000017
9521,SD,UNION,2006,1034.249400000002
9522,SD,UNION,2007,1595.5925400000024
9523,SD,UNION,2008,1981.9920059999988
9524,SD,UNION,2009,2679.4584302250078
9525,SD,UNION,2010,3422.6006068125107
9526,SD,UNION,2011,4249.772814525036
9527,SD,UNION,2012,5105.026558162563
9528,SD,WALWORTH,2006,1075.2652125
9529,SD,WALWORTH,2007,1103.3509500000002
9530,SD,WALWORTH,2008,1541.9242125
9531,SD,WALWORTH,2009,1515.2044615874993
9532,SD,WALWORTH,2010,1768.199107725004
9533,SD,WALWORTH,2011,1826.0813625000014
9534,SD,WALWORTH,2012,1909.9877250000047
9535,SD,YANKTON,2006,3717.373556362504
9536,SD,YANKTON,2007,4814.415130500045
9537,SD,YANKTON,2008,4668.27438150003
9538,SD,YANKTON,2009,5429.086575000061
9539,SD,YANKTON,2010,5879.268787500099
9540,SD,YANKTON,2011,6316.546387500118
9541,SD,YANKTON,2012,7210.902941362632
9542,NJ,ATLANTIC,2006,115258.38186080431
9543,NJ,ATLANTIC,2007,142220.7099098795
9544,NJ,ATLANTIC,2008,163217.60151774244
9545,NJ,ATLANTIC,2009,156606.23437406763
9546,NJ,ATLANTIC,2010,165725.94715474
9547,NJ,ATLANTIC,2011,179908.05488609953
9548,NJ,ATLANTIC,2012,174728.00300655194
9549,NJ,BERGEN,2006,163267.61333237728
9550,NJ,BERGEN,2007,189680.75826115298
9551,NJ,BERGEN,2008,213751.2820076752
9552,NJ,BERGEN,2009,244404.44599646254
9553,NJ,BERGEN,2010,286134.6686287611
9554,NJ,BERGEN,2011,329090.1698273722
9555,NJ,BERGEN,2012,305575.5413406021
9556,NJ,BURLINGTON,2006,157539.82607827664
9557,NJ,BURLINGTON,2007,182772.39833235138
9558,NJ,BURLINGTON,2008,215891.79981423912
9559,NJ,BURLINGTON,2009,244909.2185718767
9560,NJ,BURLINGTON,2010,271078.0855552837
9561,NJ,BURLINGTON,2011,290137.0530214092
9562,NJ,BURLINGTON,2012,293092.3940732209
9563,NJ,CAMDEN,2006,292399.5242581989
9564,NJ,CAMDEN,2007,338856.78313819825
9565,NJ,CAMDEN,2008,374280.6068327005
9566,NJ,CAMDEN,2009,405999.4610229025
9567,NJ,CAMDEN,2010,446522.30899722106
9568,NJ,CAMDEN,2011,458766.18791360484
9569,NJ,CAMDEN,2012,460106.94969489117
9570,NJ,CAPE MAY,2006,34785.170946727485
9571,NJ,CAPE MAY,2007,41563.52786967764
9572,NJ,CAPE MAY,2008,42954.26847757686
9573,NJ,CAPE MAY,2009,44543.450596351446
9574,NJ,CAPE MAY,2010,47443.43251953915
9575,NJ,CAPE MAY,2011,51037.04937772652
9576,NJ,CAPE MAY,2012,58780.20651408838
9577,NJ,CUMBERLAND,2006,49422.39597150279
9578,NJ,CUMBERLAND,2007,55206.04845426529
9579,NJ,CUMBERLAND,2008,65276.29632990297
9580,NJ,CUMBERLAND,2009,70871.77158832768
9581,NJ,CUMBERLAND,2010,76866.65953901512
9582,NJ,CUMBERLAND,2011,94089.80182582664
9583,NJ,CUMBERLAND,2012,100774.39909627632
9584,NJ,ESSEX,2006,271912.7523923593
9585,NJ,ESSEX,2007,201168.10074075314
9586,NJ,ESSEX,2008,211613.88591324238
9587,NJ,ESSEX,2009,224487.25122467938
9588,NJ,ESSEX,2010,245329.51512537268
9589,NJ,ESSEX,2011,286078.73733082315
9590,NJ,ESSEX,2012,253161.03835855387
9591,NJ,GLOUCESTER,2006,134527.10889901675
9592,NJ,GLOUCESTER,2007,148733.30189060513
9593,NJ,GLOUCESTER,2008,174177.79781708025
9594,NJ,GLOUCESTER,2009,186058.6547890548
9595,NJ,GLOUCESTER,2010,208791.76293678745
9596,NJ,GLOUCESTER,2011,236855.74228087178
9597,NJ,GLOUCESTER,2012,249077.0708320114
9598,NJ,HUDSON,2006,104457.38207009077
9599,NJ,HUDSON,2007,123661.11241076775
9600,NJ,HUDSON,2008,130954.64042219221
9601,NJ,HUDSON,2009,155560.34421079003
9602,NJ,HUDSON,2010,172549.3223919838
9603,NJ,HUDSON,2011,210224.97517124627
9604,NJ,HUDSON,2012,188134.0368937441
9605,NJ,HUNTERDON,2006,19932.697210238333
9606,NJ,HUNTERDON,2007,24853.94714718848
9607,NJ,HUNTERDON,2008,28360.40083087599
9608,NJ,HUNTERDON,2009,27296.36203451347
9609,NJ,HUNTERDON,2010,29604.94719431355
9610,NJ,HUNTERDON,2011,31222.15747522621
9611,NJ,HUNTERDON,2012,34005.4370027261
9612,NJ,MERCER,2006,75964.52117856436
9613,NJ,MERCER,2007,86005.07036814035
9614,NJ,MERCER,2008,98055.73478211631
9615,NJ,MERCER,2009,106476.43573417717
9616,NJ,MERCER,2010,117472.02154192633
9617,NJ,MERCER,2011,125115.9245380874
9618,NJ,MERCER,2012,132662.48379877282
9619,NJ,MIDDLESEX,2006,228725.55272652992
9620,NJ,MIDDLESEX,2007,277928.71039186657
9621,NJ,MIDDLESEX,2008,364838.3659371354
9622,NJ,MIDDLESEX,2009,460810.86252361163
9623,NJ,MIDDLESEX,2010,529060.2673250433
9624,NJ,MIDDLESEX,2011,520713.93355808937
9625,NJ,MIDDLESEX,2012,439140.99422850955
9626,NJ,MONMOUTH,2006,231023.0216426826
9627,NJ,MONMOUTH,2007,263359.13627379574
9628,NJ,MONMOUTH,2008,268903.8057793869
9629,NJ,MONMOUTH,2009,320576.59593671607
9630,NJ,MONMOUTH,2010,355841.14195147646
9631,NJ,MONMOUTH,2011,391003.47870742896
9632,NJ,MONMOUTH,2012,337197.3734524099
9633,NJ,MORRIS,2006,96335.44589472895
9634,NJ,MORRIS,2007,110453.23335113043
9635,NJ,MORRIS,2008,123639.10750043082
9636,NJ,MORRIS,2009,135702.38496319175
9637,NJ,MORRIS,2010,153464.02393447622
9638,NJ,MORRIS,2011,175196.6410144871
9639,NJ,MORRIS,2012,156438.30007586165
9640,NJ,OCEAN,2006,189830.09455780112
9641,NJ,OCEAN,2007,228493.69984456367
9642,NJ,OCEAN,2008,276542.13161919796
9643,NJ,OCEAN,2009,314522.72442555625
9644,NJ,OCEAN,2010,364030.580933441
9645,NJ,OCEAN,2011,379565.5128374734
9646,NJ,OCEAN,2012,350213.7222411416
9647,NJ,PASSAIC,2006,98205.06602485359
9648,NJ,PASSAIC,2007,109342.60608411656
9649,NJ,PASSAIC,2008,131834.72795660357
9650,NJ,PASSAIC,2009,152030.56071168935
9651,NJ,PASSAIC,2010,171451.53609873532
9652,NJ,PASSAIC,2011,188748.3481099099
9653,NJ,PASSAIC,2012,191591.13643604622
9654,NJ,SALEM,2006,23653.23172062583
9655,NJ,SALEM,2007,26222.140608750764
9656,NJ,SALEM,2008,28907.346464725746
9657,NJ,SALEM,2009,32462.175660900793
9658,NJ,SALEM,2010,36345.637297950954
9659,NJ,SALEM,2011,37870.109862713354
9660,NJ,SALEM,2012,39023.37018633822
9661,NJ,SOMERSET,2006,55531.3901919883
9662,NJ,SOMERSET,2007,60893.76379533848
9663,NJ,SOMERSET,2008,68530.38153942545
9664,NJ,SOMERSET,2009,77518.4868267003
9665,NJ,SOMERSET,2010,84240.16864657363
9666,NJ,SOMERSET,2011,94809.77052588608
9667,NJ,SOMERSET,2012,90788.01085904833
9668,NJ,SUSSEX,2006,36011.38855762704
9669,NJ,SUSSEX,2007,44400.91298940211
9670,NJ,SUSSEX,2008,50734.802672814556
9671,NJ,SUSSEX,2009,48974.43730522712
9672,NJ,SUSSEX,2010,56762.936293388804
9673,NJ,SUSSEX,2011,62357.91420045071
9674,NJ,SUSSEX,2012,62482.773438862954
9675,NJ,UNION,2006,111763.61985154037
9676,NJ,UNION,2007,131858.91769370306
9677,NJ,UNION,2008,134249.079970615
9678,NJ,UNION,2009,150389.34218475287
